Sort Order,"Major area, region, country or area of destination",Notes,Country Code,Type of Data,Total,Other South,Other North,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2010011,Lower-middle-income countries,e,1501,,25741242,902231,637356,2002188,238,21307,21,0,71447,0,127,37731,68201,64,26955,1284,115168,92,37992,3297907,38,287809,2640,1385,383235,0,7123,250,18,68,1078,37589,0,26478,2220,1317693,7894,9615,22780,32088,14153,64,146402,162237,0,4739,434635,409,0,4310,854,13794,0,11605,53807,130,3559,152,330,444,9638,341597,897,349,3,329,1874,36322,8879,4043,144372,10983,36,120816,0,0,1076,585,53283,1,0,3585,8233,68703,33206,287198,9,2022,0,0,0,1031,13600,163005,6504,4,104,0,22930,597,55,2091217,176895,7249,12820,664,2,69142,18650,54,50546,76222,260128,6027,283,28311,32019,89859,20646,11822,198,71108,22791,0,27548,9,43,13536,224832,1707,663288,4,94,0,15900,307,0,11932,0,77,125,2,0,7571,13132,301381,1677,1446,599561,8738,278,3039,13127,169446,200829,1,126,77,14464,10662,1160989,319,1187,726,3717,10534,7624,7762,9813,289,10977,40754,152778,0,2723,4407073,34017,0,0,0,0,0,22,0,8185,38691,82801,18,45,6160,37309,43,79,8,332,495597,24386,266166,16834,162295,129118,73714,123,1416,3516,20301,43979,78571,20493,235486,0,71,4,4105,5434,24688,0,288,330516,227518,26238,80794,45297,136250,68,594,231241,169,1149,94949,0,0,7104,1051,17329
2010012,Low-income countries,e,1500,,10040501,754574,228947,15605,1037,4914,324,842,298714,0,0,417,198,0,195,240,172,0,0,514,0,692,672,0,95031,0,73598,0,0,0,3841,3231,410,24,0,86354,242244,6867,0,33231,1926,0,81496,19460,0,1551,53097,149,0,743,10632,39765,0,244,723856,799,2971,0,8,0,1739,667714,289,3025,0,2164,0,16546,0,757,51239,0,86,42976,0,0,0,0,42016,0,280,10769,10564,676,3292,101473,0,36,0,302,767,0,0,207173,45565,0,0,0,0,8,0,480943,1284,1228,1123832,12,0,1091,2138,0,1135,0,2355,102592,0,0,11495,0,0,2587,7347,55279,2272,0,0,0,9689,169017,178,0,194766,0,0,0,61173,187,0,274,0,0,0,0,0,4510,201916,0,613,0,0,339,0,111,0,156167,143155,0,0,0,7,37,52208,0,0,0,0,789,2656,38,5101,1390,0,5512,801,857,0,239224,259705,0,0,0,0,0,0,0,121,2648,152003,0,15921,44978,669,0,0,49,0,568893,47125,117958,2298,180,500775,523553,0,264,587,2837,23991,878,0,116130,0,0,0,0,798,454,540,0,246652,1255,2485,16870,105664,8936,401,666,8868,0,2257,711,0,0,118,89129,127788
2010013,No income group available,e,,,478829,19123,9398,0,0,400,0,0,0,25,132,27,0,664,423,0,0,19,0,0,57,0,702,0,0,0,0,0,0,0,0,16272,56,0,0,0,0,0,0,0,831,0,0,0,0,181,1198,15,0,517,58663,0,0,0,0,0,40,3617,0,0,0,0,0,0,5507,2878,0,0,0,0,0,0,0,0,0,0,179,0,212498,2892,128,0,0,0,303,0,0,0,0,0,7303,0,0,828,874,3957,32269,0,0,0,0,201,39,0,0,0,0,0,561,780,26,0,0,0,0,0,0,796,0,302,0,0,0,0,0,0,21440,0,0,0,324,0,0,13526,471,4893,6325,0,0,0,0,0,266,0,0,0,0,0,0,2648,713,2853,0,0,0,16,0,0,2,0,0,0,0,17,0,419,0,0,492,9,0,0,0,1134,0,0,0,295,979,3604,0,40,220,0,0,0,1514,0,0,0,0,452,0,0,0,0,44,0,15,0,0,0,25903,0,215,435,0,0,0,0,0,49,48,0,0,0,0,76,0,0,0,2136,0,1656,379,0,0,118,422,0,0,0,0,0,0
2010014,Geographic regions,,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010015,Africa,,903,,17804198,1181481,454938,994,1557,29704,324,842,444047,0,485,2406,441,0,8610,6535,31,64,1428,11137,25,1143,10464,0,512689,51,0,140,0,526,41836,4574,428,83,3500,1408685,256309,16244,0,101291,10277,0,227943,185415,0,1888,43434,1417,0,568,74128,82203,0,0,781435,1761,4421,0,4343,1991,2002,1046347,3720,4638,0,0,12,46113,828,61615,196349,150,66275,162054,0,0,39,1610,208337,0,280,14828,18883,0,78458,399242,55,11529,0,302,767,0,87,374369,53243,48,0,0,0,434,26,86171,16816,1145,79349,11225,0,5782,37451,167,4526,25036,2413,123129,0,13536,90,26,363,21768,242000,127034,25119,0,347,68,34715,237836,11277,109,894802,294,0,0,77860,13243,6294,312,0,343,14,0,0,16080,721634,198,94390,18,266,21583,0,2866,93,325924,378016,17,216,21,1771,2038,15121,0,50,50,101,178,7137,9698,53897,0,1631,3234,59,1146,2187,21358,298306,194,21,0,0,0,0,0,13751,46048,259474,3356,16690,51938,2185,0,423,49,0,986414,85235,385700,8169,3769,408783,590500,0,1945,4659,37115,724,4951,8,366650,0,0,21,5918,4109,256,540,0,581414,4537,5841,163371,161257,43409,446,508,440,0,291,140,0,143923,26802,144537,480867
2010016,Asia,,935,,65938712,2116494,1358219,4692612,3702,46348,0,0,74,0,0,41719,197176,62,68543,20924,258130,0,42399,6148292,0,131726,16157,0,9,0,80721,45,0,2551,9,321370,74,31958,498830,0,4,128,660513,62,73162,0,16,6752,0,3470,4633423,311396,109740,3041,0,521,0,95,15,369,204,0,10822,1958,67814,832,7179,4,0,11,461,2067587,11,0,26685,2462,75,202305,0,0,182,3405,97537,0,0,0,0,118980,330100,2211,4,89084,0,0,46,992,34,0,0,0,42,0,4,14805,131,9339116,3022485,105037,1921363,3669,0,71339,20258,16,110397,454406,77999,2784,0,98755,31546,919103,6313,167329,0,1,24663,0,11436,55,9,9,1273262,1680,0,78,0,0,354,318,0,4840,0,0,20481,0,0,172504,11,2347860,4,0,1302870,42132,0,15751,11,32,23684,0,142612,0,19176,11914,3728555,34,21,59,9,69410,1689710,66765,3710,55,13983,812284,29886,0,128329,3806671,4,0,0,0,0,0,0,0,0,58388,74,2891,35,4,123157,0,514,160,0,213079,19805,18194,7523,783476,2878841,527918,127,10114,19031,793656,59209,243832,20485,2,0,0,16,32972,153185,15094,0,0,760,642677,72661,255304,377,385173,23,6232,420264,0,539,336560,0,0,791184,878,333
2010017,Europe,,908,,70678025,340386,635984,228466,1026191,1510720,44,6992,195548,728,3977,421120,641854,3232,235438,390769,885580,2321,5910,352908,20278,1263389,390748,1449,26419,3767,1513,251529,4403,1369764,3489,588331,386,4703,519199,24419,20163,101225,70815,139264,221757,965,17507,9274,15573,162780,955128,96716,1877,528403,34762,95502,3,10196,130617,660546,169432,60419,107326,663020,25253,194397,157902,7730,14270,215055,618461,263623,27091,22671,62185,140697,2017,112859,999,12438,5271,245280,1141102,0,99,21339,41106,663900,2299635,219667,9337,347686,15512,10006,0,1,18096,63064,37632,28403,77828,174,33112,348298,25939,1099677,188842,373182,395882,472283,8148,76012,1393765,153584,131924,36603,3698999,181041,191,17199,688301,47263,234258,195001,930,13573,63666,3462,460351,58434,122485,15670,82894,515,100655,34772,2,0,30679,94938,0,106147,114,26244,35518,145293,8138,2553692,73022,21513,3404,24,46088,470393,132,77353,18941,9221,334371,0,296815,49,122150,3473,772794,211,8750,1670,90694,372187,458141,2938195,1336976,76,3642,108149,752435,14,2961692,5785458,27212,3011,6018,13190,1,7233,900,2211,17056,34804,262631,719354,5349,34611,54004,21578,240744,98761,349,239657,308382,2,670687,343868,11710,35341,212154,221022,511053,140805,519844,228273,3898,47780,1,369,25208,556442,2396501,218889,124,663,68887,4370815,13119,1287882,44446,685326,137,105392,1423808,939,250690,407291,1,65,21333,34443,138042
2010018,Latin America and the Caribbean,,904,,8262433,165015,66135,304,280,1108,0,72,6881,1563,7630,256508,796,4992,5395,7301,8,1528,63,174,4652,332,8719,5143,30,147,20,441865,2881,126,23,208913,3978,142,1726,38,26,1323,173,261,41448,106,204,37,125,251412,101348,4440,19,1262293,2,159,12,27514,379,3081,69915,8813,91,3729,936,248,2409,0,20814,118149,82910,4276,62490,59,31,425,16,252,40,4,20,1391,168697,3862,12,41,27,6852,67613,237,28,4594,416,10508,9558,13,73845,74,941,57426,393741,4,56891,4857,525,14362,1755,1792,821,1802,2,8154,259343,32782,67066,2062,73,223,85,133,12,1089,517,24836,20,46,368,102,1347,234,67,19,405,12,183,107,0,14138,3,4,2,61769,6,154,18,284,2909,2383,1573,119,62,14,81,30066,8,1125,328011,62,2435,11,2382,14,2188,32,1180,24,21583,9,636348,395438,7823,15818,198819,16395,56,29845,494,1138,6360,12192,25,1043,11469,13135,105,14763,0,54,80,2327,424,1388,29,10,346,2169,540,1273,1,64,2995,0,285573,55,2299,19,33815,5297,14380,20209,12,997,49,48,0,540,15932,174,2203,25,1469,4,89,7212,80,43849,129,1158048,3062,157196,39,204,106711,402,13,8,28,23,176
2010019,Northern America,,905,,50970861,2104731,18253,100275,85695,65713,0,0,12976,75,29299,201274,75883,6133,93727,73143,20398,31811,1995,204852,70963,66711,54605,50679,1605,10796,2210,85656,4095,156578,355,375877,95,3945,79829,1010,6225,33927,182967,38300,871436,240,235,750,0,120890,2535293,436221,16609,719020,175,1655,0,94782,27086,86182,1068599,40015,20024,96828,340,38278,51161,1330,38579,852191,448844,187128,1236078,55,32319,14515,280,177333,0,254,65235,29205,251646,70,115,830,17783,23232,812879,137419,285,217459,0,43084,430,0,832780,18979,85,352974,652048,0,497639,121274,5782,2302696,108774,468934,172037,162723,0,164486,645561,801873,392992,74074,22701,114341,0,36781,6608,219356,32327,205988,90,75672,11918,0,43094,3240,3335,610,85023,0,1435,15451,6063,490,485,13160,0,12238357,6803,150,1035,1525,6322,116637,1125,75068,680,0,56924,192952,85,39979,263026,625,244019,0,33580,0,32063,1385,439700,0,109985,410,38406,455344,2297913,639642,338520,1711045,1650,1239666,43889,265,252559,478704,4920,0,18311,24142,285,33502,15889,0,0,48251,36584,66584,905,36985,39863,1605,13145,14668,0,142830,124219,0,99485,174429,38617,55695,15438,55210,60964,83088,4881,236921,0,2390,0,16666,307666,19496,127577,2260,147,0,46388,390451,24235,1261494,53065,267046,45,58376,34706,0,196910,1401125,0,0,37448,20882,54097
2010020,Oceania,,909,,7127680,64700,67114,33154,2880,2860,1791,20,530,0,40,15060,1200,60,76131,21480,420,280,1330,32752,430,1840,6510,60,80,520,1690,860,0,39730,1120,19278,0,3040,3600,40,1860,30,38701,270,54258,80,20,60,0,30204,464616,92879,2560,13200,0,1030,20544,440,480,70392,750,120,21350,14724,230,2470,12066,130,30,140,1940,43143,10960,0,3090,2240,340,10016,130,40,112166,9520,90650,10,953,30,100,490,138648,4210,480,122520,0,130,20,1211,410,660,20,600,100,0,240,24170,700,387253,90498,39470,57605,79069,880,10700,206961,1090,53574,5250,1190,16961,3280,4320,360,11878,5590,89640,110,2930,2370,30,3090,210,260,1020,145649,430,60,48660,418,40,50,26980,31,3400,12483,70,700,1880,0,2514,860,24775,1090,2090,28357,109549,4686,525922,820,20,4640,5330,51470,2542,4350,1250,34929,2352,220,2040,450,9610,258635,60923,18470,5083,660,116777,1000,210,18917,25876,620,21,19,13,0,47,88028,0,0,13885,370,35725,2970,3320,58753,0,5990,8380,2998,7662,204464,0,15115,105290,3070,25440,120,11323,17214,9330,100,58582,10580,280,2167,34474,1690,1384,39810,90,0,2344,2860,17623,5240,1438354,3848,130956,0,10630,1300,6703,3350,210658,7448,0,590,7544,41880
2010021,Sustainable Development Goal (SDG) regions,f,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010022,SUB-SAHARAN AFRICA,,947,,15855936,1128740,445354,512,1177,7362,324,842,444020,0,469,2171,63,0,7504,5300,0,50,191,9789,25,206,8273,0,512654,51,0,140,0,175,41836,4224,428,18,3435,1408623,256274,16244,0,100617,7153,0,211824,104137,0,1862,38770,1417,0,513,69464,80349,0,0,780186,1664,4421,0,4262,1801,1905,1021290,2753,3025,0,0,0,10518,0,61615,51904,125,66275,86193,0,0,39,639,167078,0,280,14828,18855,0,62077,398476,46,8007,0,302,767,0,78,372659,52007,48,0,0,0,8,26,79311,1269,638,278,11135,0,5116,23803,167,2550,48,1501,119887,0,109,31,26,363,6881,242000,126989,8734,0,347,68,34676,237809,840,82,892470,294,0,0,75308,13243,6294,250,0,21,0,0,0,6257,721618,186,94139,18,266,19081,0,2779,93,325497,358092,17,103,21,1359,26,12359,0,50,50,101,178,2195,8739,53854,0,0,2318,0,1146,1430,7198,298264,194,21,0,0,0,0,0,13751,3487,254880,3356,16671,51668,1456,0,364,49,0,864428,84451,171176,4027,3233,242,529687,0,949,2550,315,0,1412,8,366650,0,0,21,491,1019,0,540,0,579253,3600,2707,152389,160885,26163,446,508,0,0,259,140,0,0,434,144512,480835
2010023,Eastern Africa,,910,,4757899,295533,90787,0,0,0,0,0,74754,0,0,0,0,0,310,0,0,0,0,7565,0,0,672,0,0,0,0,0,0,0,4759,0,0,0,0,0,212057,6267,0,243,751,0,5166,5327,0,0,6308,20,0,0,69295,34248,0,0,56,0,55,0,0,0,131,675157,154,3025,0,0,0,5451,0,0,51410,0,86,83245,0,0,0,0,101834,0,0,0,0,0,1606,175,0,36,0,0,0,0,0,0,0,0,0,0,0,8,0,36734,126,0,0,44,0,0,1146,0,290,0,0,103494,0,0,0,0,0,0,7347,0,177,0,0,0,33824,182484,53,34,415,0,0,0,0,5575,6294,0,0,0,0,0,0,0,203806,0,1310,0,157,190,0,0,0,0,9191,0,0,0,7,0,2749,0,0,0,0,0,630,0,4181,0,0,154,0,857,0,400,147866,0,0,0,0,0,0,0,0,0,142,0,16029,0,0,0,0,0,0,848017,50466,166704,99,1513,0,209671,0,25,92,0,0,214,0,3,0,0,0,0,0,0,0,0,574078,0,0,17755,149979,3084,0,0,0,0,0,0,0,0,358,88630,145014
2010024,Burundi,,108,B R,235259,16897,2660,,,,,,,,,,,,,,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137611,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,,,,22974,,,,,,,,,,,,
2010025,Comoros,,174,B,12618,761,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,9689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,
2010026,Djibouti,,262,B R,101575,4558,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,
2010027,Eritrea,,232,I,15676,1507,682,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,,,,,,,,,,133,,,,189,,,,,,,,,,,1659,,,,,,,,,,,,107,,,,,429,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,345,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,,,,,,,,,,,,,,,,,,,2415,120,1465,,,,205,,,,,,,,,,,,,,,,,1498,,,56,517,,,,,,,,,,,237,319
2010028,Ethiopia,,231,B R,568748,19053,6351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,683,,3025,,,,,,,40354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,349609,,112021,,,,37102,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,118,,
2010029,Kenya,,404,B R,954925,38516,20681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,,,,,,,,,,,,,,,,,,,,,,,,,9133,,,,,,,,,1686,,,35309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6201,,,,,,,,,,,,,,,,,,,392063,110,53218,,,,26998,,,,,,,,,,,,,,,,,326978,,,,39120,,,,,,,,,,,,
2010030,Madagascar,,450,C,28905,3445,4309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784,,,,9876,,,,,,,,,,,,,,,,,,,,,,,,,,,,8066,,,,,,,,,,,,,,,,,,,,,,,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010031,Malawi,,454,B R,217722,35553,11849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314,,,,,,,,,,,,,,,1413,,,,,,,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631,,,,,,,,,,,,,,,,,,,56,8272,,,,,,,,,,,,,,,,,,,,,,,,,1478,9620,,,,,,,,,,,42865,37189
2010032,Mauritius,1,480,C,24836,1180,159,,,,,,,,,,,,,,,,,7235,,,103,,,,,,,,,,,,,,,,,,32,,,,,,2564,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,,,,,,119,,,,,,,,,,,,,,,,,7517,,,,44,,,127,,8,,,,,,,,,,,,,,,,1979,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,43,,,,,,,,,,,,,108,,,,,,,,541,,24,979,,,,,92,,,,,,,,,,,,,,,,,395,,43,,,,,,,,,,,
2010033,Mayotte,,175,B,72757,756,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56520,,,,,,,,,,,,,,,,,,,,,,,,,,,,9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010034,Mozambique,,508,B R,306471,5366,16096,,,,,,35921,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544,6267,,,,,,,,,,,,,,,,,,,,,,,,5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258,,,,,,,,,,,,22769,,,,,,,7207,,,,,,,57560,,,,,,,,,,,,,,,,,,,,,,,,,,,4923,,,,,,1299,,,,,,,,4181,,,,,,,,,,,,,,,,,,,,15566,,,,,,,,18535,,,,,,,,,,,,,,,,,,,,,,,,,,6822,,,,,,,,,,,4884,89469
2010035,Réunion,,638,B,123029,7184,5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,81294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16210,,,,,,,,,4893,6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010036,Rwanda,,646,B R,426901,13500,2607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64931,,,,,,,,,,,,,,,,,,,,,,,,,207397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92808,,,,43060,,,,,,,,,,,,
2010037,Seychelles,,690,B,11420,231,136,,,,,,,,,,,,46,,,,,197,,,34,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,214,,,,,,76,,,,,,,,,,,,,,,,,5788,126,,,,,,109,,,,,366,,,,,,,,,,,,,716,,,34,,,,,,495,,,,,,,,,,,,,157,,,,,,122,,,,,,22,,,,,,630,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,58,228,,22,534,,,,,,,,214,,,,,,,,,,,25,,,259,,,,,,,,,,,,,
2010038,Somalia,,706,I R,48106,14524,7362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,26183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,,
2010039,South Sudan,,728,B R,257905,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5166,5327,,,,,,,,,,,,,,,,,,67795,,,,,,5287,,,3410,,,8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,,,,,,,,,,,,9821,,,,,,,,,177,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,,,,,,,,,,,,,,,,,144466,,,,,,,,,,,,,,,,
2010040,Uganda,,800,B R,492930,2438,41,,,0,,,,,,,,,,,,,,133,,,38,,,,,,,,,,,,,,20352,,,,237,,,,,,364,,,,,,,,56,,16,,,,131,159519,154,,,,,0,,,5923,,,1900,,,,,221,,,,0,,208,0,,36,,,,,,,,,,,,8,,3497,,,,,,,360,,182,,,38271,,,,,,,,,0,,,,,6,,,,,,,0,,,,,,,,,,26,,,,,190,,,,,3,,,,7,,630,,,,,,,,,,,154,,,,271,70951,,,,,,,,,,0,,,,,,,,,17425,,0,53,,,145366,,25,,,,,,3,,,,,,,,,,,,1067,21802,858,,,,,,,,,,6,2
