Sort Order,"Major area, region, country or area of destination",Notes,Country Code,Type of Data,Total,Other South,Other North,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2019271,France,,250,B,8334875,,,6887,7371,1575528,1,1079,23438,10,66,14253,21012,11,9192,11541,4526,48,175,8174,83,3742,161970,9,22477,124,157,3464,101,15347,43,63208,,52,27977,9623,2054,24545,69748,89496,28339,,18408,8167,,15857,121172,566,17,29983,40337,76499,4,827,99031,9794,5262,,1061,9514,66,84481,6124,7234,7093,3843,4553,34064,1225,427,3311,1271,22,9551,,5,171,4037,,,,21779,2097,8349,220741,7372,76,13982,13,,,,3296,33262,3374,5197,81854,,644,12128,421,52921,5446,25091,6738,10306,13,10126,343255,568,23536,1587,2843,1924,9,806,792,46932,3702,51930,52,863,2588,29,3664,17033,132574,116,2793,6,83195,547,,,19563,48820,,13851,3,27469,1569,1544,6,1020162,1419,518,188,,1457,42826,,2155,711,6057,6348,,4941,,4480,118,26183,,561,28,1135,12862,16762,106472,687530,56,161,22794,7222,,124240,70463,6818,4,5,5229,,30,19,241,245,2739,129790,93266,656,1431,2512,,5755,2720,3,3472,5703,,303245,52703,1092,8476,26847,10007,104900,18451,267,19985,12,26164,,104,451,427897,327508,230,8,2,638,17485,862,176672,708,59356,1,2681,1213,813,6977,138552,,1154,535,378,771
2019272,Germany,,276,B,13132146,1892,109530,208732,50894,21519,,,,,,17141,21263,,12845,238191,22245,,,11346,,23608,32315,,2552,,,4958,,184792,,59082,,,262462,1998,647,,2491,18398,18211,,,758,,14741,119093,,,20450,,3886,,1748,3731,321527,13433,,2292,502609,2765,8069,24016,,,10255,7846,21591,1230,,52580,10841,,19241,,,,15063,134829,,,482,14336,21160,,27872,,326297,,,,,1935,9312,,,1462,,1331,184004,1805,89704,18160,127177,188759,12943,,13777,578841,2109,31157,11709,940296,13901,,,77373,3323,32305,73546,,1820,11493,283,46083,19363,1472,,5676,,3418,694,,,,,,16892,,,,14508,,105928,,2103,,,5705,137846,,2996,1405,1136,44015,,90542,,8172,,66033,,677,,4704,17169,52014,1784839,127409,,,26965,21448,,545759,999162,1140,,,,,,,,,4457,5487,166432,,3010,2638,,50687,36746,,29661,16984,,155083,43198,,,,18484,77948,589628,26802,70280,,13177,,,847,38220,1531333,6124,,,2396,241486,,98553,1477,127218,,3153,39088,,8414,104454,,,4100,930,
2019273,Liechtenstein,,438,B,25467,430,429,,,,,,,,,25,,,,4014,,,,,,,40,,,,,,,307,,194,,,16,,,,,,,,,,,,97,,,43,,,,,,118,,,,60,,,15,,,87,,,,,,2,,,,,,8,129,,,,,,1909,,,49,,,,,,,,,,,,71,2,25,,,,19,,,892,,,,,,,,,41,,,,,,,,3,,,,,,,,,,,,33,,,,5,,,,,,,,83,,,,,,,97,,8,,,,,,,,50,69,441,,,,,,34,60,,,,,,,,,,,,161,,,,,51,108,,,32,,286,,,,,31,13931,,,87,,,,,,23,614,,,,,42,,64,,132,,,,,,,,,,,
2019274,Luxembourg,,442,B,291723,70,17,,1070,1154,,,,,,395,,,279,1127,,,,114,,325,23686,,,,,,,2732,,3344,,,1666,,,7354,,1037,822,,,,,227,4053,,,469,,,,,,800,191,,141,1095,,989,1839,,2,520,,288,,,,626,,,,,,1232,45063,,,,,,19057,,,2871,,,,,,,,,,,,1834,495,2035,,1089,,1445,,255,19659,,678,,,,,,,,678,325,,,,,893,,,,106,,,274,,,,345,,399,,,,2254,,2330,,,,,302,4476,,100,,,,,636,,289,,,,,,,554,802,5151,83666,,,1051,,,4850,2575,213,,,,,,,,,,660,1728,,,,,876,621,,,620,,5650,,,,,1674,1445,,,658,,,,,,1004,1140,,,,,1341,,5852,,2962,,,,,478,600,,,,,
2019275,Monaco,,492,B,26511,3331,9456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019276,Netherlands,,528,B,2282791,5776,464,37216,1913,4267,,,5202,21,35,3855,925,5058,11920,7193,892,64,161,1715,96,418,60996,,320,46,324,1006,5008,966,259,19369,,655,25446,419,2294,12601,817,1994,10955,,67,101,,3769,70830,,,15843,,990,,884,1239,570,1406,70097,797,1041,100,5280,4030,117,83,9513,2618,14735,442,48,11211,1179,94,16434,,,72,3634,29455,,,107,909,397,127373,15041,32,17287,,49,,,835,2652,258,2427,1547,,545,15668,551,32833,129575,33819,46245,6157,,5817,32013,1108,6914,1323,382,3463,,1630,92,219,4068,4250,154,1893,1765,,5806,1475,210,336,4036,,185,415,,,315,383,,4932,,101,575,,,180879,688,1249,287,,1991,,,4269,566,279,7575,,360,,3021,750,13559,,362,140,223,4479,14492,135775,19005,,258,8392,490,,21654,64997,1157,,71,68,,69,29,,172,2949,1131,30544,89,4011,4126,25034,1058,404,,27991,15715,,29337,11017,,5420,191481,5234,7785,70713,77,15584,,1211,,,620,5001,204702,,,,2042,2236,1541,55445,1494,32596,,722,506,,4619,14225,,,719,1057,1537
2019277,Switzerland,,756,B,2572029,45041,118766,14952,3968,10122,,115,6984,,66,9391,1107,,6601,60862,851,144,237,2701,84,1620,17553,47,681,,80,4368,,57373,91,41601,,72,8906,731,667,2764,2510,7989,12393,,235,318,,7512,25313,,,13892,44,1207,,1065,3530,20130,3509,,536,16122,290,7308,5707,123,416,12214,7442,6641,969,91,27380,868,84,8039,,,99,5560,170887,,,320,937,1217,363037,2849,,14337,,44,,,1131,1787,749,149,1804,,706,27425,452,23969,3785,12998,10616,4075,,4091,273918,821,7966,836,3735,3723,,547,671,1010,2465,6925,85,422,1402,2248,2418,2446,1967,168,2529,80,518,316,,,149,2868,,7789,,314,1071,2902,,18694,1436,363,303,,1075,23934,,1907,718,221,3879,,67668,,2286,99,5387,,568,244,1230,10393,14345,42095,226361,,114,4275,2586,,26008,24539,1092,,,58,,,,,74,1407,2934,66177,238,356,2349,,21153,6444,,7705,8182,40,70467,35481,229,2438,143,9671,,18960,270,20736,,2130,,,347,12457,80613,142,,,820,10474,761,47083,897,39304,,1648,1002,,5066,12093,,,668,404,1032
2019278,NORTHERN AMERICA,,918,,58647822,2584771,16148,135162,115508,89772,0,0,18502,68,36658,235856,106176,7726,118894,72059,27794,41154,2535,302730,78108,77200,59975,60588,2934,11748,4503,98105,4345,176027,901,490982,90,4759,99299,2100,8987,43903,220748,72889,827561,286,1118,1692,0,143580,3588592,490520,19672,872616,142,2609,0,103476,43131,91027,1356341,42461,26309,104273,827,54818,51820,2371,37914,1184930,532115,271776,1480174,63,55161,15364,11481,273980,0,264,76734,33744,302303,296,190,1140,25717,32019,718478,198388,174,230475,0,49392,545,0,1089074,27463,115,416195,837957,0,664255,124124,6904,3371452,128025,566998,303141,152688,0,174162,591597,906591,380752,95477,44409,164001,0,48374,9762,246217,33410,221451,110,94936,17132,0,47884,3596,3766,710,102928,0,2222,16953,7761,683,960,16871,0,11575196,8708,115,1506,1978,7934,153559,1325,153881,1097,0,129389,194101,498,36995,303077,10483,320361,0,31645,0,32334,4117,415257,0,126962,214622,37081,525775,2055551,458423,802234,1985700,147971,1084329,50078,130845,210760,411849,95832,0,104127,31721,2233,33787,20508,0,0,108618,45864,62688,7968,80393,40115,1702,3225,22973,0,115718,118090,28900,168129,63012,88410,60300,156041,57473,47456,98698,25390,345691,0,15995,0,32150,280062,130688,478636,20989,28426,0,49884,414269,27428,797872,76537,533305,21858,325459,66188,0,262075,1375520,0,0,71339,206440,63035
2019279,Bermuda,,60,B,19336,694,375,,,,,,,,,,,,69,32,,,,,,,23,,,,,,,,,,,,,,,,,,2327,,,,,,353,,,,,,,,,,30,,,,,,36,,,21,,,,,,,,,,,,,146,,,,,,251,126,,107,,,,,,,,103,1698,,,,,534,,,,103,,75,73,615,681,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,37,,,,,,415,33,1639,,,,,,26,,,,,,,,,,,,,,,,,,,,,,264,,131,,,,,,126,,,,,,,,68,,145,,83,,,,,4105,,3565,,,,,,,,,,,
2019280,Canada,,124,B,7960657,1055,3115,55339,16363,68822,,,3322,68,2459,20692,4435,611,22482,16874,4094,1740,2545,62554,15011,11917,20171,2123,2944,1964,4520,4680,4360,38479,904,31221,90,4776,19840,2107,9020,174,24836,19777,,287,1123,1698,,28441,691489,222529,6123,74595,143,2619,,4206,12061,42649,19010,500,4275,22428,830,27317,13323,2380,2959,11289,15938,68822,51207,63,15985,3407,425,34921,,,26268,10143,112435,297,190,1144,712,2736,155330,24399,174,66793,,10932,547,,18398,5527,116,93382,99564,,8291,39214,627,712050,15208,164463,72939,30167,,28473,252025,147342,29010,14153,13259,28920,,16225,3167,15416,6261,94516,111,2635,6709,,5303,717,3780,712,25337,,2231,7950,,686,963,16933,,85825,,116,1512,1985,649,74184,1330,8748,1101,,15325,94229,233,10522,10511,1096,45188,,10969,,4132,1639,215409,,2784,249,7774,31540,626569,155996,148513,536,2651,131324,18750,313,96183,83802,6501,,2241,6490,308,13786,170,,,21385,7997,35491,1101,3237,12582,111,15341,8748,,29005,47564,5900,11395,140579,8743,11523,1117,7060,20278,56404,1394,16054,,3567,,148,69264,18568,28447,531,63,,14068,77779,22360,531584,21939,270217,95,6959,6799,,22130,180258,,,3151,3956,11176
2019281,Greenland,,304,B,5690,108,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,13,,,,,,9,,,,,,,,,,,,,,,,4387,,,,,,,,,,,,,264,,11,12,,,,,,53,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,122,28,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,148,,,,,,,,,,,,,,13,,36,,,,,,,,,,,
2019282,Saint Pierre and Miquelon,,666,B,990,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,
2019283,United States of America,,840,B,50661149,2582909,12499,80026,99205,21201,,,15192,,34208,215239,101757,7117,96426,55214,23715,39420,,240404,63152,65327,39854,58472,,9792,,93442,,137688,,459876,,,79514,,,43729,196003,53185,825040,,,,,115243,2899267,268803,13572,798294,,,,99285,31114,48534,1337371,,22050,81926,,27601,34123,,34965,1173662,516236,203205,1429155,,39234,11970,,239186,,,50561,23626,189395,,,,25007,29293,563411,173952,,163819,,38501,,,1070743,21956,,323052,737058,,655995,85053,6125,2661470,112873,403136,230469,122529,,145719,340419,759172,351166,81375,31199,135187,,32208,6607,230858,27172,127280,,92311,10448,,42600,2881,,,77647,,,9032,7761,,,,,11489684,8708,,,,7287,79646,,145165,,,114120,100216,,36885,302845,,309699,,30256,,31180,,406509,,125329,,34307,525527,2047269,426937,176315,1830275,,1083794,47437,,192040,411537,,,20632,25244,,27320,20201,,,94883,45695,41382,,45031,39018,,,10437,,100433,109110,,120608,57135,43387,48947,15975,56279,46906,91663,5186,289346,,,,21221,276440,130541,409480,2489,,,49354,414206,13411,716260,54259,,,56230,66093,,255141,1368746,,,49289,26841,59895
