Sort Order,"Major area, region, country or area of destination",Notes,Country Code,Type of Data,Total,Other South,Other North,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995152,"Bonaire, Sint Eustatius and Saba",13,535,B,42258,842,152,,,,,,,351,669,28,,3739,,,,91,,,296,,,,,,,,,,,,874,,,,,,,,108,,,,,,48,121,,1641,,,,,,,1295,2310,,,,,,,960,8267,,,,,,,,,,,,,121,4,,,,,,,,,,10,127,,,,,812,3574,,,,,25,123,,,,,,49,938,159,,,,,,,,,651,,,,,,,,,,,,,,96,,,,21,,,,,,,,,,,,6742,,7,,,,,,,4,,,,,,,,,,1147,48,,,,,,,,,1312,1,,80,,,,,,,,,,289,,,,,,,30,,,,2167,,,,,,,,,,48,,,,,,,,,104,,722,108,,,,947,,,,,,
1995153,Cayman Islands,,136,C,12666,20,47,,,,,,,,,7,,,45,30,,110,,,121,,7,208,,20,,,,,,42,,,,,,,,,806,,,,8,,,,,136,,,,165,,,437,7,,,,,11,,,39,,,,,,,,,,,,6,22,,,,,,81,,,,,9,,,,,,114,11,,678,,,84,,6,,150,,7,54,4987,13,,,21,,,,,,,,,,,,,,,11,,,,,,,,,24,,,,,,,,,,,,22,,33,448,16,6,,,,,,66,,81,,,8,64,,,28,,,,,,,,,,6,,18,,,,,,,,,,,,,,,22,,16,,,,,,47,,,32,,,,,211,,,,,,,,,1411,8,1541,,,,,21,,,,,6,11
1995154,Cuba,,192,B,26187,2822,933,,184,78,,,165,,,283,,,,,,,,,,,,,,,,97,,,,,,,225,,,,,,102,,,,,298,499,,,268,,,,,,,,,,308,,,,,,203,102,,,,,,,,,,,,249,,,,,,570,,,,148,137,,,116,,,,1564,,,118,,,,,,,,,373,497,,,,,,,,,,94,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,451,,,,,,,,,,140,,,145,,160,,206,,,,,116,3404,,,,,,,,,,,,,,,,,,,,,,,8112,,,,,,,,,,,,,,,,,,,,,1036,,84,,899,,,,,327,,,,,,
1995155,Curaçao,,531,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995156,Dominica,,212,B,3121,350,67,,,,,,,9,243,,,22,4,,,6,,,80,,,,,,,,,,,,41,,,,,,,,88,,,,,,19,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,38,11,,,,,14,,,,,,19,,,,,91,732,,,,,13,,,,,,,,62,,,,,,,,,,16,,,,,,,,,,,,,,69,,,,,,,,,78,,,,,,,5,,,,,24,,,,,,,,,,,,,,,8,,,,,,,,,30,135,,60,,,,,,,,,,,,,,,,,,,,,9,,,8,,,,,,,147,,,,,,,,,304,,299,,,,,14,,,,,,
1995157,Dominican Republic,,214,B,323381,334,971,,,,,,,155,296,2935,,367,75,1072,,101,24,,,,544,,,10,10,403,,7,,1055,14,,397,,4,4,131,4,3957,,7,4,,2101,4013,,,5217,,,10,1724,,,7580,,,14,,,78,,27,,1055,,407,,,,,,,,,50,2804,,,,,,5647,,,105,,,108,,528,,,50,207931,,481,57,,319,,78,7,57,,206,7731,468,1395,,4,,,,,,,797,,,,,,,,,40,,,37,,57,,,,1930,,,,,,24,,,,,,642,,,461,,47,,7,,75,,185,,777,,68,2212,128,528,178,9738,,609,7,,34,319,,105,85,,43,,,,,27,,200,,,,,,,,,269,,8168,,209,,115,410,2377,85,,,,,,,111,,81,,4,,,135,,646,,10124,524,1805,,,15811,,14,,,,
1995158,Grenada,,308,B,5544,545,1429,,,,,,,,28,,,,,,,22,,,131,,,,,,,,,,,,10,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,119,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813,,,,,,,,,,,,321,,,,175,,,,,,
1995159,Guadeloupe,14,312,B,74566,3440,1053,,,99,,,,,,,,,,,,,,,,,248,,,,,,,,,39,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,5604,2517,,,,,,,,,,,,,40430,881,,,,,167,,,,,,,,,,,91,10272,,,,,107,,,,,,,192,,,,,,,,,,,162,,,,,,,,,,,,,,6985,,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,248,,,,,294,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,14,,119,157,,,,,,,,,,,,,,,,222,,263,,,,,,,,,,,
1995160,Haiti,,332,B,18129,915,387,,,,,,,,,442,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,316,330,,,786,,,,260,,,1142,,,,,,,,,2285,,,,,,,,,,,,,422,,,,,,851,,,,,,,,,,,,,,,,,,,,,,,,1165,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,358,,,,,,,,,,,,,,,,,,,1526,,271,,,2384,,,,,,
1995161,Jamaica,,388,B,22713,2274,231,,,,,,,,143,,,,,,,616,,,497,,,7,,,,,,,,,,,,,,,,,1277,,,,,,,,,,,,,101,,,1837,,,,,,,,128,,,,137,,,,,,,,,,,,,,,,,,,,,192,,,311,,,,,,165,,,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,77,,,,,,,,,,,,,,,,89,305,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126,,,,,,,,,5286,,5615,,,,,,,,,,,
1995162,Martinique,,474,B,46599,1030,570,,,68,,,,,,,,,,,,,,,,,87,,,,,,,,,41,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,279,69,,,,,,,,,,,,,35638,1348,,,,,,,,,,,4074,,,,,,1335,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,1390,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,
1995163,Montserrat,,500,B,1612,260,27,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,331,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,129,,138,,,,,,,,,,,
1995164,Puerto Rico,,630,B,338067,3071,6499,,,,,,,,,1245,,,,,,,,,,,,,,,,115,,,,195,,,,,,,,,244,,,,,879,826,,,3601,,,,531,,,19293,,,,,,,,2575,49325,675,72,504,,,,,,,,,,294,,,,,,1662,,,,,,,,515,,,104,310,,446,,,101,,,,,,91,448,88,172,185,,,,,,,,36,,,,,,,,,,,,,,,,,,2302,,,,,,,,,,,,55,,,483,,,,,,,,,,1661,,,916,289,37,71,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,4168,,,,,,,,,36,,,,,357,,44,,,,,,,356,,230426,939,,,,1617,130,,,,,
1995165,Saint Kitts and Nevis,,659,B,4248,1505,729,,,,,,,,231,,,,,,,8,,,56,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,443,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,350,,,,,,,,,,
1995166,Saint Lucia,,662,B,7155,1551,806,,,,,,,21,65,,,10,9,8,,7,,,437,,5,0,,3,,,,,,6,2,,,,,,,,143,2,,,,,27,,,,,,,,,,13,50,,,,,,,129,26,,,,,,,,2,,,,,41,171,,,,,41,13,,,,90,25,,2,,,1108,15,,,,,65,,,,10,,,9,105,14,,,,,,,,,5,,,,,,,,,6,,,,,267,,,,5,,,,,18,,,,,,,11,,0,,,7,,,,,,10,,16,,,,14,,,9,,,,,,,,,25,,,245,,,,,,,,,,33,,,,,5,,,,,,24,,5,16,,,,,,,438,,,,,,,,,547,,372,11,,,,35,,,,,,0
1995167,Saint Vincent and the Grenadines,,670,B,4135,219,42,,,,,,,,53,,,,,,,,,,315,,,,,,,,182,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,139,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,217,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,216,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,871,,,,,,,,,719,,303,,,,,,,,,,,
1995168,Sint Maarten (Dutch part),,534,B,..,..,..,,,,,,,..,..,,,..,,,,,,,..,,,,,,,,..,,,,..,,,,,,,,..,,,,,,..,,,..,,,,,,,..,..,,,,,,,..,..,,,,,,,,,,,,,..,,,,,,,,,,,,..,,,,,..,..,,,,,..,..,,,,,,,..,,,,,,,,,,..,,,,,,,,,,,,,,..,,,,,,,,,,,,,,,,..,,,,,,,,,,,,,,,,,,,,..,,,,,,,,,..,..,,..,,,,,,,,,,,,,,,,,,,,,..,,,,,,,,,,..,,,,,,,,,..,,..,..,,,,..,,,,,,
1995169,Trinidad and Tobago,,780,B,45994,2738,912,,,,,,,,,,,,,,,,,,2188,,,,,,,,,,,,,,,,,,,,874,,,,,,425,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,15066,,,,,,4666,,,,,,697,,,,,,,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,169,,,,,,,,,,,,,1185,,10556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,,2205,,,,,1213,,,,,,
1995170,Turks and Caicos Islands,,796,B,7039,399,739,,,,,,,,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,565,,,,,,,,,,,
1995171,United States Virgin Islands,,850,B,54241,3170,2364,,,,,,,1106,4610,,,468,,,,,,,324,,,,,,,,18,,,,2693,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,,,4060,1861,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,346,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,4141,,,,,,,,,6435,2990,,485,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,,,,,14965,,,,,,,,,,,
1995172,Central America,,916,,1298916,163812,1495,33,2,148,0,0,45,0,28,7717,70,22,458,742,2,27,1,48,144,4,1212,2751,1,5,2,2424,0,0,0,4147,0,0,342,0,0,0,2,11,7662,74,4,0,73,7160,14411,1933,1,28605,0,5,0,14004,72,126,12412,88,2,351,1287,32,409,0,20,5211,4171,236,226958,0,0,2,1,30,0,0,1,100,6238,19,0,1,0,8,7761,1,2,516,266,16,0,4,77561,0,0,54,749,0,37242,409,1,2396,188,287,48,275,0,2138,7084,1536,4335,157,4,50,0,0,0,2,24,2008,0,0,23,2,113,8,2,0,60,1,0,0,0,2,0,0,0,18268,0,1,7,0,2,245,2,40,0,0,5,1593,0,105,222669,0,106,0,18,0,170,2,120,0,22640,0,493,9277,761,1809,506,2680,2,1514,2,0,417,2638,1,0,1,1,16,1,0,0,0,230,88,42,0,0,59,0,70,43,0,15,150,0,28691,1,289,1,11,708,2454,657,0,55,0,0,0,0,109,2,373,0,0,0,6,539,0,4362,2,304589,4,2147,1,0,4296,71,0,0,11,0,1
1995173,Belize,,84,B R ,33446,920,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,,,,,,823,49,,,,,,,,,,,,,,,,,,,,,6661,,,,,,,,,,,,,,,,47,,,,,,,,14350,,,,37,,4100,,,256,,,,,,,,424,,,,,,,,,,37,,,,,,,,,,,,,,,,,,2782,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,1908,,,,,,,,,,,
1995174,Costa Rica,,188,B R,364287,160059,372,11,2,21,,,2,,,864,4,22,50,71,2,8,1,6,6,4,169,123,1,5,2,220,,,,304,,,37,,,,2,6,754,6,4,,73,1127,190,1604,1,4147,,5,,,2,16,3558,,2,,20,2,39,,3,556,683,11,26046,,,2,1,1,,,1,14,482,6,,1,,8,1077,1,2,22,5,5,,4,1602,,,16,41,,2241,49,1,31,10,63,8,19,,101,1214,209,169,6,4,4,,,,2,1,62,,,8,2,6,8,2,,2,1,,,,2,,,,1778,,1,7,,2,8,2,8,,,5,332,,11,131695,,2,,18,,40,2,5,,7652,,48,2045,71,224,46,216,2,136,2,,55,390,1,,1,1,1,1,,,,6,1,,,,9,,15,,,1,37,,1392,1,,1,11,80,360,7,,4,,,,,21,2,5,,,,6,102,,339,2,7301,4,196,1,,834,1,,,,,1
1995175,El Salvador,,222,B R,39537,140,46,,,,,,,,,211,,,27,14,,,,9,50,,72,231,,,,59,,,,264,,,,,,,,,379,,,,,294,224,10,,375,,,,1188,,,82,,,,,,,,,41,126,,,,,,,,,,,,175,,,,,,347,,,,,,,,7224,,,,,,12650,,,14,,17,,18,,123,312,13,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,,,,,,,,,,,,53,,,4219,,,,,,,,,,456,,26,209,24,,16,84,,161,,,,23,,,,,,,,,,,,,,,,,,,,,,,664,,58,,,29,69,,,,,,,,,,,,,,,,,106,,6306,,94,,,219,,,,,,
1995176,Guatemala,,320,B R,156188,42,22,,,,,,,,,318,,,46,,,,,,,,,561,,,,77,,,,114,,,,,,,,,262,,,,,231,361,,,610,,,,746,,,347,,,,,,,,,64,113,21,124346,,,,,,,,,,229,13,,,,,440,,,,261,,,,,,,,18,,5032,,,,26,12,,,,71,279,,89,,,,,,,,,21,,,,,,,,,,,,,,,,,,8236,,,,,,,,,,,,86,,,4565,,,,,,,,17,,216,,55,249,28,,16,67,,709,,,,,,,,,,,,,,24,,,,,,,,,,,,,889,,30,,,29,124,51,,,,,,,,,16,,,,,,,134,,5639,,92,,,144,,,,,,
1995177,Honduras,,340,B R,149442,86,57,,,,,,,,,144,,,,,,,,,,,19,242,,,,111,,,,178,,,,,,,,,262,68,,,,252,419,,,527,,,,617,,,460,,,,48,,,,,102,345,,60692,,,,,,,,,,108,,,,,,221,,,,,,,,3336,,,,34,,,,,,,,,,,68,196,20,105,31,,,,,,,,,,,,,,,,,,,,,,,,,,980,,,,,,,,,,,,69,,,74273,,,,,,,,,,243,,27,288,,,,97,,53,,,,19,,,,,,,,,,,,,,,,,,,,,,,381,,115,,,23,47,,,,,,,,,,,,,,,,,77,,3877,,51,,,74,,,,,,
1995178,Mexico,,484,B R,458549,1478,410,,,87,,,43,,,5366,66,,256,569,,,,24,,,887,1474,,,,1725,,,,2482,,,191,,,,,5,5063,,,,,4144,1911,,,5530,,,,2571,70,71,4858,,,331,1219,13,298,,,842,1222,174,4931,,,,,,,,,78,4851,,,,,,4988,,,270,,,,,49676,,,,395,,3031,313,,347,82,150,40,211,,1303,4434,115,3647,48,,46,,,,,23,1585,,,,,87,,,,41,,,,,,,,,,,,,,,204,,,,,,870,,70,3324,,55,,,,124,,53,,13722,,302,4140,315,1514,276,1888,,300,,,310,1503,,,,,,,,,,175,21,13,,,36,,50,43,,,96,,22491,,6,,,466,1657,480,,48,,,,,35,,317,,,,,279,,3058,,272472,,1506,,,2194,64,,,,,
1995179,Nicaragua,,558,B R,26619,743,315,22,,40,,,,,28,147,,,,43,,19,,,,,42,48,,,,38,,,,110,,,70,,,,,,147,,,,,115,44,,,237,,,,4727,,,711,,,,,17,44,,,52,78,,2136,,,,,29,,,,,111,,,,,,297,,,,,,,,900,,,,20,,9473,,,10,,,,12,,,149,31,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,734,,,,,,,,,,,,93,,,,,9,,,,,,,,351,,,176,,,,43,,16,,,,307,,,,,,,,,,,66,,,,,,,,,14,,,442,,,,,44,76,,,,,,,,,,,,,,,64,,37,,2952,,9,,,116,,,,11,,
1995180,Panama,,591,B,70848,344,64,,,,,,,,,667,,,79,45,,,,9,88,,23,72,,,,194,,,,695,,,44,,,,,,280,,,,,997,10439,270,,17179,,,,4155,,39,2396,88,,20,,,28,,17,3554,1604,30,2146,,,,,,,,,8,282,,,,,0,344,,,224,,11,,,473,,,38,204,,715,47,,1738,70,45,,15,,472,500,724,244,61,,,,,,,,303,,,15,,20,,,,17,,,,,,,,,1810,,,,,,33,,32,,,,90,,24,4593,,9,,,,6,,45,,,,35,2170,323,71,152,285,,139,,,52,396,,,,,15,,,,,25,,29,,,14,,5,,,,17,,2432,,80,,,37,121,119,,3,,,,,53,,35,,,,,94,,314,,4134,,199,,,715,6,,,,,
1995181,South America,,931,,4241074,113362,41498,153,258,499,0,52,5905,49,61,188547,1267,730,2754,9398,3,30,30,14,361,661,5664,1000,0,14,4,221632,61,28,5,181396,0,2,1544,26,10,54,48,31,11120,9,5,14,0,272802,36169,625,20,658020,2,100,2,3959,14,2936,18491,846,130,5941,679,15,1693,0,626,18093,49680,4973,2455,2,26,217,2,110,23,2,9,699,45482,732,12,7,14,21,56732,50,37,7116,40,434,2184,2,1658,6,2,15745,13633,11,1712,8196,47,2019,305,740,241,814,0,6195,420140,475,92244,894,7,25,0,96,4,1491,444,28166,14,7,255,170,1597,256,27,4,105,1,49,32,0,4813,5,1,0,23615,10,29,1,238,5,1942,1262,21,8,3,9,8328,4,393,3774,8,263,44,8470,7,914,19,416,1,5391,5,316585,129761,748,37157,319624,1790,33,15656,986,382,10588,15991,5,196,13,1912,2,275,0,40,11,1384,27,720,0,1,66,284,85,1908,0,15,699,0,376533,15,995,22,17336,2896,8737,22369,4,239,0,13,0,136,3637,131,3207,3,2,8,8,6650,44,14441,20,77129,1,161463,25,205,49423,52,0,2,1,6,28
1995182,Argentina,,32,B,1595069,57776,24755,20,144,224,,1,20,,,,1207,1,600,3201,,,27,,16,653,1138,12,,,,186685,,,,33642,,2,796,25,,50,45,,953,,,,,214736,5850,9,,3162,,90,,359,1,2119,1873,,101,3852,30,,527,,9,849,1501,510,169,,,106,,69,,,1,152,6229,,,,,,12672,,31,2666,35,24,,,158,1,,,80,,140,2503,18,210,46,295,79,140,,1317,273401,26,5181,156,,6,,,,566,264,2409,,,110,166,1400,208,14,,6,,,4,,,,,,2686,9,22,,,,455,24,19,4,,,876,,23,167,1,91,,8143,,126,,10,,357,,286164,50888,125,21429,11298,184,,9078,979,,2985,4483,,,,,,,,36,,171,,,,,4,,,1741,,4,271,,179945,6,,18,11,497,1919,3607,,130,,,,,73,97,1914,,,8,1,5809,,2184,1,9678,,125366,,18,2290,11,,,,1,3
1995183,Bolivia (Plurinational State of),,68,B,83598,282,852,1,3,7,,1,5,,5,25141,1,2,115,169,1,5,1,11,4,2,320,962,0,1,,,17,0,,12746,,,16,,1,1,0,2,1728,,0,4,,4622,675,8,,1002,,3,,122,3,28,311,138,6,76,63,3,55,,3,22,521,33,82,,1,2,,4,,,1,59,597,1,,2,,1,1524,2,1,12,,2,,,144,3,,4,7,,216,44,3,123,14,29,4,41,0,130,894,4,1455,17,1,6,,4,0,8,1,56,4,1,4,2,3,5,4,3,6,,0,4,,,0,,,8770,,1,1,0,,6,0,1,,,1,14,1,35,76,1,10,41,0,,46,1,42,,95,1,2216,8306,26,182,38,37,6,564,1,,31,54,2,,1,,0,,,,,9,2,0,0,0,6,39,6,4,0,0,6,,1651,3,0,0,1,177,442,12,2,6,,2,,1,9,1,8,1,,,1,57,1,619,1,3385,,430,3,1,458,3,,,1,2,6
1995184,Brazil,,76,B,741557,22228,5345,0,,,,,5612,,,27974,,,372,3988,,,,,,,1649,,,,,18217,,,,,,,346,,,,,,1113,,,,,19708,9429,,,3196,,,,314,,,894,,,1347,,,489,,,190,903,3796,443,,,,,,,,,167,8249,683,,,,,22641,,,3133,,,,,106,,,1350,135,,208,4074,,730,,,,165,,1961,62623,41,78935,,,,,,,,,17058,,,,,,,,,,,,,,,,,,1027,,,,,,,1162,,,,,3522,,,415,,,,,,187,,150,,767,,25143,8278,,10351,244319,,,,,,5069,8882,,,,,,,,,,,,,,,,,,,,,,,51448,,,,177,587,2919,3864,,,,,,,,,862,,,,,,,3947,,12894,,24081,,,1694,,,,,,
1995185,Chile,,152,B,142417,,,7,24,44,,9,31,11,12,39251,15,27,825,558,2,1,2,3,13,6,920,9,0,13,4,8926,,8,5,5611,,,78,1,9,3,3,12,1430,9,5,10,,,1691,40,20,2734,2,7,2,441,10,292,1751,,10,72,188,12,199,,17,197,5512,81,227,2,1,35,2,9,3,2,7,115,2625,2,12,5,1,9,5371,6,5,189,5,6,4,2,181,2,2,11,40,11,224,410,17,407,68,81,22,109,,948,4062,17,721,111,6,13,,7,4,7,40,206,10,6,19,2,26,13,9,1,23,1,49,11,,5,5,1,0,1223,1,6,0,,5,73,30,1,4,3,8,551,3,122,201,6,15,3,312,7,259,18,100,1,427,4,919,21265,144,450,187,151,27,856,6,1,393,514,3,164,12,32,2,2,,4,11,21,13,,,1,41,,40,31,,11,189,,9183,6,539,4,5,980,854,329,2,29,,11,,135,8,21,215,2,2,,6,96,6,1537,18,6770,1,1816,22,1,3197,10,0,2,,3,6
1995186,Colombia,,170,B,106943,194,560,104,52,19,,41,48,38,36,2471,,276,197,246,,,,,,,374,,,,,653,,,,1809,,,69,,,,,,731,,,,,1810,1392,31,,,,,,757,,51,1375,81,,93,122,,77,,45,350,11917,159,306,,,19,,,,,,51,1851,,,,,,2455,,,131,,,,,305,,,17,100,,276,148,,108,75,74,44,99,,536,2565,81,546,209,,,,23,,,17,1049,,,,,40,21,,,,,,,,,,,,2072,,,,,,69,,,,,,383,,47,475,,41,,,,64,,38,,1966,,219,3342,64,404,121,444,,172,,,370,518,,,,,,,,,,84,,,,,,21,,26,,,48,,5620,,,,,168,634,870,,,,,,,46,,62,,,,,203,37,1009,,14273,,362,,185,35162,,,,,,
1995187,Ecuador,,218,B R,115093,12650,2230,21,19,18,,,16,,,1954,15,,140,205,,18,,,,,320,,,,,572,,,,1035,,,73,,,,,17,889,,,,,5002,934,37,,55897,,,,351,,31,1120,,,118,182,,69,,,133,,32,196,,,,,,20,,,48,813,,,,13,,1612,15,,27,,,,,162,,,,36,,176,81,,86,25,72,14,75,,195,1424,15,275,27,,,,,,,,166,,,,,,,,,14,,,,,,,,,797,,,,,,18,,,,,,310,,43,147,,19,,15,,89,,20,,361,,91,4125,47,117,137,188,,303,,,114,559,,,,,,,,,,34,,,,,,,19,,,,46,,2556,,37,,,131,734,25,,,,,,,17,,,,,,,151,,807,,9854,,359,,,3120,18,,,,,
1995188,Falkland Islands (Malvinas),15,238,B,868,14,26,,,,,,,,,36,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,20,,,,,,,,,,,
